element_id,rank,web_name,club,pos
445,62,Thiaw,NEW,DEF
204,63,Mitchell,CRY,DEF
237,64,Ndiaye,MCI,MID
371,65,Gravenberch,LIV,MID
447,66,Botman,NEW,DEF
10,67,White,ARS,DEF
429,68,Rashford,MUN,MID
512,69,Kudus,TOT,MID
238,70,Grealish,EVE,MID
526,71,Solanke,TOT,FWD
336,72,Okafor,LEE,MID
469,73,N.Williams,NFO,DEF
257,74,Bassey,FUL,DEF
398,75,Foden,MCI,MID
153,76,Disasi,CRY,DEF
338,77,Ampadu,LEE,MID
607,78,Jebbison,BOU,FWD
366,79,Wirtz,LIV,MID
32,80,Cash,AVL,DEF
598,81,Cherif,COV,FWD
195,82,Simms,COV,FWD
194,83,Thomas-Asante,COV,FWD
320,84,Akpom,IPS,FWD
260,85,Wilson,LEE,MID
642,86,Vaz,HUL,FWD
125,87,Georginio,BHA,FWD
472,88,Murillo,NFO,DEF
503,89,Van de Ven,TOT,DEF
525,90,Fernandes,TOT,MID
249,91,Barry,EVE,FWD
401,92,Marmoush,TOT,FWD
580,93,Araujo,LIV,DEF
593,94,David,BHA,FWD
569,95,Gonzalo,FUL,FWD
136,96,Welbeck,CHE,FWD
56,97,Abraham,AVL,FWD
271,98,Muniz,FUL,FWD
81,99,Rodríguez,BOU,FWD
347,100,Nmecha,LEE,FWD
9,101,Hincapie,ARS,DEF
108,102,Wilson,BRE,FWD
166,103,N.Jackson,AVL,FWD
114,104,Boscagli,BHA,DEF
417,105,Dalot,MUN,DEF
392,106,Aït-Nouri,MCI,DEF
440,107,Zirkzee,MUN,FWD
493,108,Kalimuendo,NFO,FWD
490,109,Wood,NFO,FWD
581,110,Diomande,NFO,DEF
649,111,Fernandez-Pardo,NEW,FWD
316,112,Emersonn,IPS,FWD
646,113,Flemming,IPS,FWD
492,114,Awoniyi,COV,FWD
332,115,Justin,LEE,DEF
295,116,McBurnie,HUL,FWD
156,117,Neto,CHE,MID
555,118,Silva,BOU,DEF
120,119,Svoboda,BHA,DEF
504,120,Vuskovic,BHA,DEF
334,121,Muharemović,LEE,DEF
69,122,Scott,BOU,MID
588,123,Khalaili,CRY,DEF
362,124,Jacquet,LIV,DEF
62,125,Diakité,BOU,DEF
583,126,Chavarria,CHE,DEF
113,127,F.Kadıoğlu,BHA,DEF
415,128,Dorgu,MUN,MID
499,129,Pedro Porro,TOT,DEF
393,130,Khusanov,MCI,DEF
544,131,Xhaka,SUN,MID
367,132,Gakpo,LIV,MID
359,133,Gomez,LIV,DEF
364,134,Tsimikas,LIV,DEF
230,135,Branthwaite,EVE,DEF
446,136,Schär,NEW,DEF
328,137,Struijk,BHA,DEF
149,138,Colwill,CHE,DEF
535,139,Alderete,SUN,DEF
420,140,Yoro,MUN,DEF
231,141,Keane,EVE,DEF
232,142,O'Brien,EVE,DEF
94,143,Schade,BRE,MID
651,144,J.Angulo,SUN,FWD
553,145,Isidor,SUN,FWD
169,146,Mheuka,CHE,FWD
558,147,Anselmino,CHE,DEF
272,148,Kusi-Asare,FUL,FWD
117,149,Coppola,BHA,DEF
119,150,Costinha,BHA,DEF
613,151,Hadjam,BHA,DEF
382,152,Danns,LIV,FWD
396,153,Vitor Reis,MCI,DEF
647,154,Bard,LEE,DEF
599,155,Elvedi,LEE,DEF
640,156,Affengruber,FUL,DEF
321,157,Walle Egeli,IPS,FWD
665,158,Salia,NEW,FWD
633,159,Ahanor,CRY,DEF
634,160,Chilwell,CRY,DEF
261,161,Iwobi,FUL,MID
612,162,Methalie,SUN,DEF
541,163,Meunier,SUN,DEF
620,164,Diouf,BRE,DEF
93,165,Schuster,BRE,DEF
91,166,Pinnock,COV,DEF
630,167,Harwood-Bellis,AVL,DEF
596,168,Ruggeri,AVL,DEF
45,169,McGinn,AVL,MID
105,170,Anthony,BRE,MID
96,171,Damsgaard,BRE,MID
337,172,Aaronson,LEE,MID
78,173,Kroupi.Jr,BOU,MID
47,174,Kamara,AVL,MID
129,175,Ayari,BHA,MID
377,176,Munoz,LIV,MID
222,177,Strand Larsen,CRY,FWD
139,178,Ferguson,BHA,FWD
516,179,Bentancur,TOT,MID
210,180,Wharton,CRY,MID
14,181,Eze,ARS,MID
554,182,Tzolis,ARS,MID
16,183,Madueke,ARS,MID
157,184,Estêvão,CHE,MID
515,185,Maddison,TOT,MID
208,186,Sarr,CRY,MID
488,187,I.Sangaré,NFO,MID
459,188,L.Miley,NEW,MID
15,189,Ødegaard,ARS,MID
631,190,Mbaye,AVL,MID
629,191,Allan,MCI,MID
73,192,Adams,BOU,MID
86,193,Lewis-Potter,BRE,MID
54,194,Gomes,AVL,MID
127,195,Gomez,BHA,MID
53,196,Manzambi,AVL,MID
17,197,Merino,ARS,MID
158,198,Gittens,CHE,MID
160,199,Garnacho,AVL,MID
461,200,Touré,NEW,MID
482,201,Hudson-Odoi,NFO,MID
556,202,M.Sangaré,BRE,MID
98,203,Janelt,BRE,MID
632,204,Andrés,BHA,MID
650,205,Fofana,SUN,MID
616,206,Bouaddi,MCI,MID
636,207,Osorio,CRY,MID
655,208,Gboho,COV,MID
